file,line,component,kind,value,class,offbrand,form,marks
"src/Tabs/ReportsTab.jsx","4664","RecommendationReport","hex","#8a8378","type","","solid bg · text","<th key={h} style={{ padding: '8px 12px', textAlign: 'left', fontSize: '0.6875rem', fontWeight: '700', color: '#8a8378', whiteSpace: 'nowrap' }}>{h}</"
"src/Tabs/ReportsTab.jsx","4672","RecommendationReport","hex","#f5efe3","brand","","—","<tr key={log.id} style={{ borderBottom: i < data.logs.length-1 ? '1px solid #f5efe3' : 'none', background: i % 2 === 0 ? '#fff' : '#fbf8f3' }}>"
"src/Tabs/ReportsTab.jsx","4672","RecommendationReport","hex","#fff","brand","","—","<tr key={log.id} style={{ borderBottom: i < data.logs.length-1 ? '1px solid #f5efe3' : 'none', background: i % 2 === 0 ? '#fff' : '#fbf8f3' }}>"
"src/Tabs/ReportsTab.jsx","4672","RecommendationReport","hex","#fbf8f3","brand","","—","<tr key={log.id} style={{ borderBottom: i < data.logs.length-1 ? '1px solid #f5efe3' : 'none', background: i % 2 === 0 ? '#fff' : '#fbf8f3' }}>"
"src/Tabs/ReportsTab.jsx","4673","RecommendationReport","hex","#8a8378","neutral-status","","text","<td style={{ padding: '8px 12px', color: '#8a8378', whiteSpace: 'nowrap' }}>{fmtDate(log.dismissedAt)}</td>"
"src/Tabs/ReportsTab.jsx","4674","RecommendationReport","hex","#2a2622","brand","","text","<td style={{ padding: '8px 12px', color: '#2a2622', whiteSpace: 'nowrap' }}>{log.repName}</td>"
"src/Tabs/ReportsTab.jsx","4676","RecommendationReport","hex","#f5efe3","brand","","r 4px · solid bg · text","<span style={{ background: '#f5efe3', color: '#5a544c', fontSize: '0.6875rem', padding: '2px 8px', borderRadius: '4px', fontWeight: '600' }}>"
"src/Tabs/ReportsTab.jsx","4676","RecommendationReport","hex","#5a544c","brand","","r 4px · solid bg · text","<span style={{ background: '#f5efe3', color: '#5a544c', fontSize: '0.6875rem', padding: '2px 8px', borderRadius: '4px', fontWeight: '600' }}>"
"src/Tabs/ReportsTab.jsx","4680","RecommendationReport","hex","#2a2622","brand","","text","<td style={{ padding: '8px 12px', color: '#2a2622', maxWidth: '160px', overflow: 'hidden', textOverflow: 'ellipsis', whiteSpace: 'nowrap' }}>{log.deal"
"src/Tabs/ReportsTab.jsx","4681","RecommendationReport","hex","#8a8378","type","","text","<td style={{ padding: '8px 12px', color: '#8a8378', whiteSpace: 'nowrap' }}>{log.arrAtRisk ? fmtCurrency(log.arrAtRisk) : '—'}</td>"
"src/Tabs/ReportsTab.jsx","4682","RecommendationReport","hex","#8a8378","type","","text","<td style={{ padding: '8px 12px', color: '#8a8378', maxWidth: '200px', overflow: 'hidden', textOverflow: 'ellipsis', whiteSpace: 'nowrap' }} title={lo"
"src/Tabs/ReportsTab.jsx","4686","RecommendationReport","hex","#8a8378","type","","r 999px · tint bg · text","<td style={{ padding: '8px 12px', color: '#8a8378', whiteSpace: 'nowrap' }}>{log.daysToResolve != null ? log.daysToResolve + 'd' : '—'}</td>"
"src/Tabs/ReportsTab.jsx","4696","RecommendationReport","hex","#8a8378","type","","r 8px · text","<div style={{ textAlign: 'center', padding: '3rem', color: '#8a8378', fontSize: '0.875rem', border: '1px dashed #e6ddd0', borderRadius: '8px' }}>"
"src/Tabs/ReportsTab.jsx","4696","RecommendationReport","hex","#e6ddd0","brand","","r 8px · text","<div style={{ textAlign: 'center', padding: '3rem', color: '#8a8378', fontSize: '0.875rem', border: '1px dashed #e6ddd0', borderRadius: '8px' }}>"
"src/Tabs/ReportsTab.jsx","4744","ContactRowKebab","rgb","rgba(0,0,0,0.12)","brand","","r 6 · 1px border · shadow","boxShadow: '0 4px 16px rgba(0,0,0,0.12)',"
"src/Tabs/ReportsTab.jsx","4752","ContactRowKebab","token","T.danger","?","","text","color: danger ? T.danger : T.ink, display: 'flex',"
"src/Tabs/ReportsTab.jsx","4761","ContactRowKebab","token","T.inkMuted","type","","r 4 · text","borderRadius:4, color: T.inkMuted, fontSize:16, lineHeight:1,"
"src/Tabs/ReportsTab.jsx","4770","ContactRowKebab","hex","#f5efe3","brand","","—","onMouseEnter={e=>e.currentTarget.style.background='#f5efe3'}"
"src/Tabs/ReportsTab.jsx","4774","ContactRowKebab","token","T.inkMuted","type","","text","<span style={{ marginLeft:'auto', fontSize:10, color:T.inkMuted }}>▶</span>"
"src/Tabs/ReportsTab.jsx","4778","ContactRowKebab","hex","#f5efe3","brand","","—","onMouseEnter={e=>e.currentTarget.style.background='#f5efe3'}"
"src/Tabs/ReportsTab.jsx","4787","ContactRowKebab","token","T.inkMuted","type","","text","color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.5,"
"src/Tabs/ReportsTab.jsx","4797","ContactRowKebab","hex","#f5efe3","brand","","—","onMouseEnter={e=>e.currentTarget.style.background='#f5efe3'}"
"src/Tabs/ReportsTab.jsx","4801","ContactRowKebab","token","T.inkMuted","type","","dot · solid bg","background: p.color || T.inkMuted, flexShrink:0,"
"src/Tabs/ReportsTab.jsx","4804","ContactRowKebab","token","T.inkMuted","type","","text","{active && <span style={{ marginLeft:'auto', fontSize:11, color:p.color || T.inkMuted }}>✓</span>}"
"src/Tabs/ReportsTab.jsx","4809","ContactRowKebab","token","T.inkMuted","type","","text","<div style={{ padding:'10px 14px', fontSize:12, color:T.inkMuted, fontStyle:'italic' }}>"
"src/Tabs/ReportsTab.jsx","4870","AddContactToOppPanel","token","T.inkMuted","type","","text","<div style={{ padding:'16px', fontSize:12.5, color:T.inkMuted, fontStyle:'italic',"
"src/Tabs/ReportsTab.jsx","4889","AddContactToOppPanel","hex","#fbf8f3","brand","","dot · solid bg · text","<div style={{ width:28, height:28, borderRadius:'50%', background:T.ink, color:'#fbf8f3',"
"src/Tabs/ReportsTab.jsx","4895","AddContactToOppPanel","token","T.inkMuted","type","","text","<div style={{ fontSize:11, color:T.inkMuted, fontFamily:T.sans }}>"
"src/Tabs/ReportsTab.jsx","4916","AddContactToOppPanel","token","T.inkMuted","type","","r 4 · text","color: selected.size === 0 ? T.inkMuted : '#fbf8f3',"
"src/Tabs/ReportsTab.jsx","4916","AddContactToOppPanel","hex","#fbf8f3","brand","","r 4 · text","color: selected.size === 0 ? T.inkMuted : '#fbf8f3',"
"src/Tabs/ReportsTab.jsx","4922","AddContactToOppPanel","token","T.inkMuted","type","","text","<span style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans }}>"
"src/Tabs/ReportsTab.jsx","4949","EntitySelector","token","T.inkMuted","type","","r T.r · 1px border · text","<span style={{ flex:1, fontWeight: selected ? 500 : 400, color: selected ? T.ink : T.inkMuted }}>{selected ? nameOf(selected) : `Type to search ${labe"
"src/Tabs/ReportsTab.jsx","4950","EntitySelector","token","T.inkMuted","type","","r T.r · 1px border · text","<span style={{ fontSize:9, color:T.inkMuted }}>▾</span>"
"src/Tabs/ReportsTab.jsx","4953","EntitySelector","rgb","rgba(42,38,34,0.12)","brand","","r T.r · 1px border · shadow","<div style={{ position:'absolute', top:'100%', left:0, right:0, marginTop:3, zIndex:200, background:T.surface, border:`1px solid ${T.borderStrong}`, b"
"src/Tabs/ReportsTab.jsx","4959","EntitySelector","token","T.inkMuted","neutral-status","","text","<div style={{ padding:'12px', fontSize:12, color:T.inkMuted, fontFamily:T.sans }}>No results.</div>"
"src/Tabs/ReportsTab.jsx","5300","ActivityHistoryTab","hex","#f0ece4","brand","","—","activity: { bg: '#f0ece4', ink: '#5a544c' },"
"src/Tabs/ReportsTab.jsx","5300","ActivityHistoryTab","hex","#5a544c","brand","","—","activity: { bg: '#f0ece4', ink: '#5a544c' },"
"src/Tabs/ReportsTab.jsx","5301","ActivityHistoryTab","hex","#f5efe3","brand","","—","task: { bg: '#f5efe3', ink: '#7a6a48' },"
"src/Tabs/ReportsTab.jsx","5301","ActivityHistoryTab","hex","#7a6a48","brand","","—","task: { bg: '#f5efe3', ink: '#7a6a48' },"
"src/Tabs/ReportsTab.jsx","5302","ActivityHistoryTab","hex","#4d6b3d","neutral-status","","—","won: { bg: 'rgba(77,107,61,0.12)', ink: '#4d6b3d' },"
"src/Tabs/ReportsTab.jsx","5302","ActivityHistoryTab","rgb","rgba(77,107,61,0.12)","neutral-status","","—","won: { bg: 'rgba(77,107,61,0.12)', ink: '#4d6b3d' },"
"src/Tabs/ReportsTab.jsx","5303","ActivityHistoryTab","hex","#9c3a2e","event","","—","lost: { bg: 'rgba(156,58,46,0.10)', ink: '#9c3a2e' },"
"src/Tabs/ReportsTab.jsx","5303","ActivityHistoryTab","rgb","rgba(156,58,46,0.10)","event","","—","lost: { bg: 'rgba(156,58,46,0.10)', ink: '#9c3a2e' },"
"src/Tabs/ReportsTab.jsx","5304","ActivityHistoryTab","hex","#3a5a7a","event","","—","deal: { bg: 'rgba(58,90,122,0.10)', ink: '#3a5a7a' },"
"src/Tabs/ReportsTab.jsx","5304","ActivityHistoryTab","rgb","rgba(58,90,122,0.10)","event","","—","deal: { bg: 'rgba(58,90,122,0.10)', ink: '#3a5a7a' },"
"src/Tabs/ReportsTab.jsx","5321","EventRow","token","T.inkMuted","type","","text","<div style={{ width:42, fontSize:11, color:T.inkMuted, fontFamily:T.sans, flexShrink:0, paddingTop:2, textAlign:'right' }}>{timeStr}</div>"
"src/Tabs/ReportsTab.jsx","5331","EventRow","token","T.ok","event","","pill r999 · tint bg · text","{event.amount > 0 && <span style={{ fontSize:12, fontWeight:700, color: event.type==='won' ? T.ok : event.type==='lost' ? T.danger : T.inkMid, fontFam"
"src/Tabs/ReportsTab.jsx","5331","EventRow","token","T.danger","event","","pill r999 · tint bg · text","{event.amount > 0 && <span style={{ fontSize:12, fontWeight:700, color: event.type==='won' ? T.ok : event.type==='lost' ? T.danger : T.inkMid, fontFam"
"src/Tabs/ReportsTab.jsx","5333","EventRow","token","T.inkMuted","type","","text","{event.sub && <div style={{ fontSize:11.5, color:T.inkMuted, marginTop:3, fontFamily:T.sans }}>{event.sub}</div>}"
"src/Tabs/ReportsTab.jsx","5334","EventRow","token","T.inkMuted","type","","text","{event.rep && <div style={{ fontSize:11, color:T.inkMuted, marginTop:2, fontFamily:T.sans }}>by {event.rep}</div>}"
"src/Tabs/ReportsTab.jsx","5348","EventRow","hex","#7a6a48","brand","","text","{ label:'Calls', count:calls, pct:Math.round(calls/max*100), color:'#7a6a48' },"
"src/Tabs/ReportsTab.jsx","5349","EventRow","hex","#5a7a8a","categorical","","text","{ label:'Emails', count:emails, pct:Math.round(emails/max*100), color:'#5a7a8a' },"
"src/Tabs/ReportsTab.jsx","5350","EventRow","hex","#4d6b3d","trend","","text","{ label:'Meetings', count:meetings, pct:Math.round(meetings/max*100), color:'#4d6b3d' },"
"src/Tabs/ReportsTab.jsx","5351","EventRow","hex","#9c7a4d","categorical","","text","{ label:'Tasks', count:tasks, pct:Math.round(tasks/max*100), color:'#9c7a4d' },"
"src/Tabs/ReportsTab.jsx","5365","KpiCard","token","T.inkMuted","type","","r T.r · 1px border · text","<div style={{ fontSize:10, fontWeight:700, color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.7, fontFamily:T.sans }}>{label}</div>"
"src/Tabs/ReportsTab.jsx","5366","KpiCard","token","T.danger","categorical","","r T.r · 1px border · text","<div style={{ fontSize:24, fontWeight:700, color: danger ? T.danger : T.ink, fontFamily:T.sans, lineHeight:1.1, marginTop:4 }}>{value}</div>"
"src/Tabs/ReportsTab.jsx","5367","KpiCard","token","T.inkMuted","type","","text","{sub && <div style={{ fontSize:11, color:T.inkMuted, marginTop:3, fontFamily:T.sans }}>{sub}</div>}"
"src/Tabs/ReportsTab.jsx","5392","FilterBar","token","T.inkMuted","type","","text","<span style={{ marginLeft:'auto', fontSize:11, color:T.inkMuted, fontFamily:T.sans }}>Showing {shown} of {total} events</span>"
"src/Tabs/ReportsTab.jsx","5404","EventFeed","token","T.inkMuted","type","","text","<div style={{ textAlign:'center', padding:'3rem', color:T.inkMuted, fontSize:13, fontStyle:'italic', fontFamily:T.sans }}>"
"src/Tabs/ReportsTab.jsx","5414","EventFeed","token","T.inkMuted","type","","text","<div style={{ fontSize:11, fontWeight:700, color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.8, marginBottom:6, fontFamily:T.sans, display:"
"src/Tabs/ReportsTab.jsx","5416","EventFeed","token","T.inkMuted","type","","pill r8 · text","<span style={{ background:T.surface2, padding:'1px 7px', borderRadius:8, fontSize:10, fontWeight:600, color:T.inkMuted }}>{g.events.length}</span>"
"src/Tabs/ReportsTab.jsx","5432","AccountGlance","token","T.inkMuted","type","","r T.r · 1px border · text","<div style={{ fontSize:10, fontWeight:700, color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.7, marginBottom:10, fontFamily:T.sans }}>Accou"
"src/Tabs/ReportsTab.jsx","5434","AccountGlance","token","T.inkMuted","type","","text","{account.industry && <div style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans, marginBottom:10 }}>{account.industry}{account.totalEmployees ? "
"src/Tabs/ReportsTab.jsx","5439","AccountGlance","token","T.warn","categorical","","text","{ label:'Open pipeline', value: fmtMoney(kpis.openVal), color:T.warn },"
"src/Tabs/ReportsTab.jsx","5442","AccountGlance","token","T.inkMuted","type","","text","<span style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans }}>{r.label}</span>"
"src/Tabs/ReportsTab.jsx","5460","ContactGlance","token","T.danger","?","","—","const engColor = engagement==='HOT' ? T.danger : engagement==='WARM' ? T.warn : T.inkMuted;"
"src/Tabs/ReportsTab.jsx","5460","ContactGlance","token","T.warn","?","","—","const engColor = engagement==='HOT' ? T.danger : engagement==='WARM' ? T.warn : T.inkMuted;"
"src/Tabs/ReportsTab.jsx","5460","ContactGlance","token","T.inkMuted","type","","—","const engColor = engagement==='HOT' ? T.danger : engagement==='WARM' ? T.warn : T.inkMuted;"
"src/Tabs/ReportsTab.jsx","5464","ContactGlance","token","T.inkMuted","type","","r T.r · 1px border · text","<div style={{ fontSize:10, fontWeight:700, color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.7, marginBottom:10, fontFamily:T.sans }}>Conta"
"src/Tabs/ReportsTab.jsx","5466","ContactGlance","hex","#7a5a3c","categorical","","dot · solid bg · text","<div style={{ width:36, height:36, borderRadius:'50%', background:'#7a5a3c', color:'#fef4e6', display:'flex', alignItems:'center', justifyContent:'cen"
"src/Tabs/ReportsTab.jsx","5466","ContactGlance","hex","#fef4e6","brand","","dot · solid bg · text","<div style={{ width:36, height:36, borderRadius:'50%', background:'#7a5a3c', color:'#fef4e6', display:'flex', alignItems:'center', justifyContent:'cen"
"src/Tabs/ReportsTab.jsx","5471","ContactGlance","token","T.inkMuted","type","","text","<div style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans }}>{contact.title || contact.jobTitle || ''}</div>"
"src/Tabs/ReportsTab.jsx","5476","ContactGlance","rgb","rgba(156,58,46,0.12)","categorical","","pill r999 · text","{ label:'Engagement', value: <span style={{ background: engagement==='HOT'?'rgba(156,58,46,0.12)':engagement==='WARM'?'rgba(184,115,51,0.12)':'rgba(13"
"src/Tabs/ReportsTab.jsx","5476","ContactGlance","rgb","rgba(184,115,51,0.12)","categorical","","pill r999 · text","{ label:'Engagement', value: <span style={{ background: engagement==='HOT'?'rgba(156,58,46,0.12)':engagement==='WARM'?'rgba(184,115,51,0.12)':'rgba(13"
"src/Tabs/ReportsTab.jsx","5476","ContactGlance","rgb","rgba(138,131,120,0.12)","type","","pill r999 · text","{ label:'Engagement', value: <span style={{ background: engagement==='HOT'?'rgba(156,58,46,0.12)':engagement==='WARM'?'rgba(184,115,51,0.12)':'rgba(13"
"src/Tabs/ReportsTab.jsx","5480","ContactGlance","token","T.warn","categorical","","text","{ label:'Open pipeline', value: fmtMoney(kpis.openVal), color:T.warn },"
"src/Tabs/ReportsTab.jsx","5483","ContactGlance","token","T.inkMuted","type","","text","<span style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans }}>{r.label}</span>"
"src/Tabs/ReportsTab.jsx","5498","ActivityMixPanel","token","T.inkMuted","type","","r T.r · 1px border · text","<div style={{ fontSize:10, fontWeight:700, color:T.inkMuted, textTransform:'uppercase', letterSpacing:0.7, marginBottom:10, fontFamily:T.sans }}>Activ"
"src/Tabs/ReportsTab.jsx","5515","InsightPanel","rgb","rgba(200,185,154,0.12)","?","","r T.r · tint bg · 1px border","<div style={{ background:'rgba(200,185,154,0.12)', border:`1px solid ${T.gold}`, borderRadius:T.r, padding:'12px 14px' }}>"
"src/Tabs/ReportsTab.jsx","5525","SubTabBtn","token","T.inkMuted","type","","text","<div style={{ fontSize:13.5, fontWeight: historySubTab===value ? 700 : 500, color: historySubTab===value ? T.ink : T.inkMuted }}>{label}</div>"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#f5efe3","brand","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#5a544c","brand","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#8a8378","type","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#8a8378","type","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#4d6b3d","event","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#9c3a2e","event","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5574","SubTabBtn","hex","#2a2622","brand","","solid bg · text","return `<tr><td>${date}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;padding:1px 6px;border-radius:3px;letter-s"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#2a2622","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#7a6a48","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#8a8378","type","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#fbf8f3","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#8a8378","type","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#e6ddd0","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#f5efe3","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#8a8378","type","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5576","SubTabBtn","hex","#e6ddd0","brand","","solid bg · text","win.document.write(`<!DOCTYPE html><html><head><meta charset=""UTF-8""><title>${esc(title)}</title><style>@page{margin:0.625in;size:letter}*{box-sizing:"
"src/Tabs/ReportsTab.jsx","5591","SubTabBtn","hex","#f5efe3","brand","","solid bg · text","return `<tr><td style=""white-space:nowrap"">${esc(e.ts||'—')}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;paddi"
"src/Tabs/ReportsTab.jsx","5591","SubTabBtn","hex","#5a544c","brand","","solid bg · text","return `<tr><td style=""white-space:nowrap"">${esc(e.ts||'—')}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;paddi"
"src/Tabs/ReportsTab.jsx","5591","SubTabBtn","hex","#8a8378","type","","solid bg · text","return `<tr><td style=""white-space:nowrap"">${esc(e.ts||'—')}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;paddi"
"src/Tabs/ReportsTab.jsx","5591","SubTabBtn","hex","#8a8378","type","","solid bg · text","return `<tr><td style=""white-space:nowrap"">${esc(e.ts||'—')}</td><td><span style=""background:#f5efe3;color:#5a544c;font-size:9px;font-weight:700;paddi"
"src/Tabs/ReportsTab.jsx","5596","SubTabBtn","hex","#2a2622","brand","","text","body { font-family: -apple-system, sans-serif; font-size: 12px; color: #2a2622; }"
"src/Tabs/ReportsTab.jsx","5597","SubTabBtn","hex","#7a6a48","brand","","text",".hdr { display: flex; justify-content: space-between; padding-bottom: 12px; border-bottom: 3px solid #7a6a48; margin-bottom: 16px; }"
"src/Tabs/ReportsTab.jsx","5599","SubTabBtn","hex","#8a8378","type","","text",".meta { font-size: 9px; color: #8a8378; text-align: right; }"
"src/Tabs/ReportsTab.jsx","5601","SubTabBtn","hex","#f5efe3","brand","","solid bg · 1px border · text",".kpi-tile { flex: 1; background: #f5efe3; border: 1px solid #e6ddd0; border-radius: 3px; padding: 10px 12px; }"
"src/Tabs/ReportsTab.jsx","5601","SubTabBtn","hex","#e6ddd0","brand","","solid bg · 1px border · text",".kpi-tile { flex: 1; background: #f5efe3; border: 1px solid #e6ddd0; border-radius: 3px; padding: 10px 12px; }"
"src/Tabs/ReportsTab.jsx","5602","SubTabBtn","hex","#8a8378","type","","solid bg · 1px border · text",".kpi-label { font-size: 8px; font-weight: 700; text-transform: uppercase; letter-spacing: 0.5px; color: #8a8378; margin-bottom: 4px; }"
"src/Tabs/ReportsTab.jsx","5603","SubTabBtn","hex","#2a2622","brand","","solid bg · 1px border · text",".kpi-val { font-size: 18px; font-weight: 700; color: #2a2622; }"
"src/Tabs/ReportsTab.jsx","5605","SubTabBtn","hex","#fbf8f3","brand","","solid bg · text","th { background: #fbf8f3; padding: 6px 10px; font-size: 9px; font-weight: 700; text-transform: uppercase; color: #8a8378; border-bottom: 2px solid #e6"
"src/Tabs/ReportsTab.jsx","5605","SubTabBtn","hex","#8a8378","type","","solid bg · text","th { background: #fbf8f3; padding: 6px 10px; font-size: 9px; font-weight: 700; text-transform: uppercase; color: #8a8378; border-bottom: 2px solid #e6"
"src/Tabs/ReportsTab.jsx","5605","SubTabBtn","hex","#e6ddd0","brand","","solid bg · text","th { background: #fbf8f3; padding: 6px 10px; font-size: 9px; font-weight: 700; text-transform: uppercase; color: #8a8378; border-bottom: 2px solid #e6"
"src/Tabs/ReportsTab.jsx","5606","SubTabBtn","hex","#f5efe3","brand","","solid bg · text","td { padding: 6px 10px; border-bottom: 1px solid #f5efe3; }"
"src/Tabs/ReportsTab.jsx","5607","SubTabBtn","hex","#8a8378","type","","solid bg · text",".footer { margin-top: 16px; font-size: 9px; color: #8a8378; border-top: 1px solid #e6ddd0; padding-top: 8px; display: flex; justify-content: space-bet"
"src/Tabs/ReportsTab.jsx","5607","SubTabBtn","hex","#e6ddd0","brand","","solid bg · text",".footer { margin-top: 16px; font-size: 9px; color: #8a8378; border-top: 1px solid #e6ddd0; padding-top: 8px; display: flex; justify-content: space-bet"
"src/Tabs/ReportsTab.jsx","5628","ActionButtons","token","T.ok","event","","r T.r · 1px border · text","style={{ padding:'6px 14px', background:T.surface, border:`1px solid ${T.borderStrong}`, borderRadius:T.r, fontSize:12, fontWeight:500, color: saveRep"
"src/Tabs/ReportsTab.jsx","5628","ActionButtons","token","T.danger","event","","r T.r · 1px border · text","style={{ padding:'6px 14px', background:T.surface, border:`1px solid ${T.borderStrong}`, borderRadius:T.r, fontSize:12, fontWeight:500, color: saveRep"
"src/Tabs/ReportsTab.jsx","5682","ActionButtons","token","T.inkMuted","type","","text","<div style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans, marginBottom:12 }}>"
"src/Tabs/ReportsTab.jsx","5708","ActionButtons","token","T.inkMuted","type","","text","<div style={{ textAlign:'center', padding:'3rem', color:T.inkMuted, fontSize:13, fontStyle:'italic', fontFamily:T.sans }}>"
"src/Tabs/ReportsTab.jsx","5744","ActionButtons","token","T.inkMuted","type","","text","<div style={{ fontSize:11.5, color:T.inkMuted, fontFamily:T.sans, marginBottom:12 }}>"
"src/Tabs/ReportsTab.jsx","5769","ActionButtons","token","T.inkMuted","type","","text","<div style={{ textAlign:'center', padding:'3rem', color:T.inkMuted, fontSize:13, fontStyle:'italic', fontFamily:T.sans }}>"
"src/Tabs/ReportsTab.jsx","5857","ActionButtons","token","T.info","categorical","","text","call: { color: T.info, label: 'Call', glyph: '☏' },"
"src/Tabs/ReportsTab.jsx","5858","ActionButtons","token","T.info","categorical","","text","email: { color: T.info, label: 'Email', glyph: '✉' },"
"src/Tabs/ReportsTab.jsx","5859","ActionButtons","token","T.info","categorical","","text","meeting: { color: T.info, label: 'Meeting', glyph: '◑' },"
"src/Tabs/ReportsTab.jsx","5860","ActionButtons","token","T.warn","categorical","","text","task: { color: T.warn, label: 'Task', glyph: '✓' },"
"src/Tabs/ReportsTab.jsx","5861","ActionButtons","token","T.inkMuted","type","","text","note: { color: T.inkMuted,label: 'Note', glyph: '✎' },"
"src/Tabs/ReportsTab.jsx","5863","ActionButtons","token","T.ok","categorical","","text","stage: { color: T.ok, label: 'Stage', glyph: '⇨' },"
"src/Tabs/ReportsTab.jsx","5866","ActionButtons","token","T.danger","trend","","text","slip: { color: T.danger, label: 'Close slip',glyph:'⇥' },"
"src/Tabs/ReportsTab.jsx","5867","ActionButtons","token","T.ok","event","","text","open: { color: T.ok, label: 'Created', glyph: '◆' },"
"src/Tabs/ReportsTab.jsx","5873","ActionButtons","token","T.inkMuted","type","","text","personaLookup[p.id] = { color: p.color || T.inkMuted, icon: (p.name||'?')[0] };"
"src/Tabs/ReportsTab.jsx","5891","ActionButtons","token","T.ok","?","","—","idx < curIdx ? T.ok : idx === curIdx ? T.goldInk : T.inkMuted;"
"src/Tabs/ReportsTab.jsx","5891","ActionButtons","token","T.inkMuted","type","","—","idx < curIdx ? T.ok : idx === curIdx ? T.goldInk : T.inkMuted;"
"src/Tabs/ReportsTab.jsx","5915","ActionButtons","token","T.inkMuted","type","","text","<div style={{ fontSize:9.5, fontWeight:700, color:T.inkMuted, letterSpacing:0.5, textTransform:'uppercase' }}>Opportunity</div>"
